Participant_ID,Seq_part,Gender,ExpGroup,HerGroup,Age,AoA_SPA,AoA_ENG,LOR,SelfProf,SelfDom,DELE,FofA_Prod,FofA_Comp,Battery,Item,Seq_Item,Average,MainVerb,Token_Main_Lemma,Token_Main_Pret,Token_Main_Imp,Type_Main,Syntax_Main,SubVerb,Token_Sub,Morpheme,Property,Task,Condition,Condition_Exp,Participant,FofA,Token_Differential,FofA_Std,Token_Lemma_Std,Token_Differential_Std,Token_Pret_Std,Type_Std,LOR_Std,DELE_Std
L2L03,42,Female,L2 Learner,L2 Learner,25,9,0,0,30,NA,36,5,9,A,38,30,0,creer,537246,33274,70392,0,Canonical,NA,NA,Aspect,Preterit,EPT,H,Irregular stative with entre,2,14,37118,-0.6766393677497271,-0.6210533636558957,-0.3634770472021202,-0.6805082729342445,-1.0021264090352122,-0.7193388815169465,-0.2372841670513604
L2L03,42,Female,L2 Learner,L2 Learner,25,9,0,0,30,NA,36,5,9,A,24,32,0,gustar,541858,94346,59408,1,DativeExp,NA,NA,Aspect,Preterit,EPT,E,Regular stative with durante,2,14,-34938,-0.6766393677497271,-0.6198788857425187,-0.43525261065815385,-0.5945420531069707,0.9964646779107197,-0.7193388815169465,-0.2372841670513604
L2L03,42,Female,L2 Learner,L2 Learner,25,9,0,0,30,NA,36,5,9,A,34,35,0,vivir,599425,225093,130040,1,Canonical,NA,NA,Aspect,Preterit,EPT,G,Regular stative with entre,2,14,-95053,-0.6766393677497271,-0.6052190483532356,-0.4951336475899772,-0.41049985138185,0.9964646779107197,-0.7193388815169465,-0.2372841670513604
L2L03,42,Female,L2 Learner,L2 Learner,25,9,0,0,30,NA,36,5,9,A,29,37,1,tener,8031798,2061773,1797701,0,Canonical,NA,NA,Aspect,Preterit,EPT,F,Irregular stative with durante,2,14,-264072,-0.6766393677497271,1.2874864877438055,-0.6634948383273946,2.1748491896247866,-1.0021264090352122,-0.7193388815169465,-0.2372841670513604
L2L03,42,Female,L2 Learner,L2 Learner,25,9,0,0,30,NA,36,5,9,A,39,40,0,estar,10180830,1173419,2479642,0,Canonical,NA,NA,Aspect,Preterit,EPT,H,Irregular stative with entre,2,14,1306223,-0.6766393677497271,1.8347524502634067,0.9006886913882757,0.9243835875741246,-1.0021264090352122,-0.7193388815169465,-0.2372841670513604
L2L03,42,Female,L2 Learner,L2 Learner,25,9,0,0,30,NA,36,5,9,A,25,42,1,faltar,182742,66767,55352,1,DativeExp,NA,NA,Aspect,Preterit,EPT,E,Regular stative with durante,2,14,-11415,-0.6766393677497271,-0.7113302756688619,-0.41182116040867733,-0.6333628282022089,0.9964646779107197,-0.7193388815169465,-0.2372841670513604
L2L03,42,Female,L2 Learner,L2 Learner,25,9,0,0,30,NA,36,5,9,A,35,45,1,doler,69627,11678,6450,1,DativeExp,NA,NA,Aspect,Preterit,EPT,G,Regular stative with entre,2,14,-5228,-0.6766393677497271,-0.740135798039122,-0.4056582397483232,-0.7109072525548531,0.9964646779107197,-0.7193388815169465,-0.2372841670513604
L2L03,42,Female,L2 Learner,L2 Learner,25,9,0,0,30,NA,36,5,9,A,30,47,0,creer,537246,33274,70392,0,Canonical,NA,NA,Aspect,Preterit,EPT,F,Irregular stative with durante,2,14,37118,-0.6766393677497271,-0.6210533636558957,-0.3634770472021202,-0.6805082729342445,-1.0021264090352122,-0.7193388815169465,-0.2372841670513604
L2L03,42,Female,L2 Learner,L2 Learner,25,9,0,0,30,NA,36,5,9,A,40,50,1,haber,7679109,1017563,4153642,0,Canonical,NA,NA,Aspect,Preterit,EPT,H,Irregular stative with entre,2,14,3136079,-0.6766393677497271,1.1976717781186925,2.7234230291728307,0.7049974342239872,-1.0021264090352122,-0.7193388815169465,-0.2372841670513604
L2L04,33,Male,L2 Learner,L2 Learner,25,9,0,1.33,37,0,49,14,16,B,40,2,0,haber,7679109,1017563,4153642,0,Canonical,NA,NA,Aspect,Preterit,EPT,H,Irregular stative with entre,2,30,3136079,0.8544740733762578,1.1976717781186925,2.7234230291728307,0.7049974342239872,-1.0021264090352122,0.3750660294762522,1.7461348540755808
L2L04,33,Male,L2 Learner,L2 Learner,25,9,0,1.33,37,0,49,14,16,B,30,4,0,creer,537246,33274,70392,0,Canonical,NA,NA,Aspect,Preterit,EPT,F,Irregular stative with durante,2,30,37118,0.8544740733762578,-0.6210533636558957,-0.3634770472021202,-0.6805082729342445,-1.0021264090352122,0.3750660294762522,1.7461348540755808
L2L04,33,Male,L2 Learner,L2 Learner,25,9,0,1.33,37,0,49,14,16,B,35,7,1,doler,69627,11678,6450,1,DativeExp,NA,NA,Aspect,Preterit,EPT,G,Regular stative with entre,2,30,-5228,0.8544740733762578,-0.740135798039122,-0.4056582397483232,-0.7109072525548531,0.9964646779107197,0.3750660294762522,1.7461348540755808
L2L04,33,Male,L2 Learner,L2 Learner,25,9,0,1.33,37,0,49,14,16,B,25,9,1,faltar,182742,66767,55352,1,DativeExp,NA,NA,Aspect,Preterit,EPT,E,Regular stative with durante,2,30,-11415,0.8544740733762578,-0.7113302756688619,-0.41182116040867733,-0.6333628282022089,0.9964646779107197,0.3750660294762522,1.7461348540755808
L2L04,33,Male,L2 Learner,L2 Learner,25,9,0,1.33,37,0,49,14,16,B,39,12,1,estar,10180830,1173419,2479642,0,Canonical,NA,NA,Aspect,Preterit,EPT,H,Irregular stative with entre,2,30,1306223,0.8544740733762578,1.8347524502634067,0.9006886913882757,0.9243835875741246,-1.0021264090352122,0.3750660294762522,1.7461348540755808
L2L04,33,Male,L2 Learner,L2 Learner,25,9,0,1.33,37,0,49,14,16,B,29,14,0,tener,8031798,2061773,1797701,0,Canonical,NA,NA,Aspect,Preterit,EPT,F,Irregular stative with durante,2,30,-264072,0.8544740733762578,1.2874864877438055,-0.6634948383273946,2.1748491896247866,-1.0021264090352122,0.3750660294762522,1.7461348540755808
L2L04,33,Male,L2 Learner,L2 Learner,25,9,0,1.33,37,0,49,14,16,B,34,17,0,vivir,599425,225093,130040,1,Canonical,NA,NA,Aspect,Preterit,EPT,G,Regular stative with entre,2,30,-95053,0.8544740733762578,-0.6052190483532356,-0.4951336475899772,-0.41049985138185,0.9964646779107197,0.3750660294762522,1.7461348540755808
L2L04,33,Male,L2 Learner,L2 Learner,25,9,0,1.33,37,0,49,14,16,B,24,19,0,gustar,541858,94346,59408,1,DativeExp,NA,NA,Aspect,Preterit,EPT,E,Regular stative with durante,2,30,-34938,0.8544740733762578,-0.6198788857425187,-0.43525261065815385,-0.5945420531069707,0.9964646779107197,0.3750660294762522,1.7461348540755808
